time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
08:46.4,18126.18193,18128.58924,18115.90876,18126.05652,2610,18126.02036,98319,406400,325300,16250,17100,-18173,731700,18400,-0.000222064,-0.000222088,0.00453206,33.54872881,18161.29282,18196.49929,-0.011795891,0.800442913,731700,18400,-850,0.001665706
13:46.4,18171.14434,18177.1205,18162.30696,18164.87777,1930,18166.03699,96568,409300,329200,19650,18950,-1751,738500,6800,0.002141737,0.002139447,0.004757356,34.79981807,18162.48781,18192.5466,-0.009360803,0.804300024,738500,6800,700,0.00166011
18:46.4,18164.53935,18165.17086,18156.97972,18160.06068,4060,18168.68815,111930,409500,322900,17300,19550,15362,732400,-6100,-0.000265187,-0.000265223,0.00469512,32.89919831,18161.67876,18188.48586,-0.008024336,0.788522589,732400,-6100,-2250,0.001660071
23:46.4,18180.43729,18204.35804,18180.06152,18193.56022,520,18198.59894,105560,395900,313300,19750,16500,-6370,709200,-23200,0.001844682,0.001842983,0.004804897,33.71335262,18172.30591,18189.12016,-0.007072922,0.791361455,709200,-23200,3250,0.001676557
28:46.4,18189.10916,18198.7295,18177.50365,18177.68178,3030,18178.50537,93083,397700,322600,19650,16800,-12477,720300,11100,-0.00087275,-0.000873131,0.004818542,32.82138866,18174.09787,18187.69036,-0.007641617,0.811164194,720300,11100,2850,0.001652755
33:46.4,18273.48931,18286.30412,18266.15772,18280.91936,3840,18282.22911,107419,409200,325200,18100,17700,14336,734400,14100,0.005679359,0.005663292,0.005882258,38.23574181,18209.70503,18199.34399,-0.001659979,0.794721408,734400,14100,400,0.001810739
38:46.4,18304.38595,18312.94871,18296.5351,18301.83283,3050,18304.77033,96657,404400,311900,19300,16550,-10762,716300,-18100,0.001144005,0.001143351,0.00590602,37.79242777,18240.4143,18212.15509,0.000233757,0.771266073,716300,-18100,2750,0.001806603
43:46.4,18301.05712,18302.68516,18294.28812,18298.49716,1470,18301.74836,87989,404800,318000,16950,19700,-8668,722800,6500,-0.000182258,-0.000182275,0.005734121,35.69275705,18259.77525,18222.94785,0.002458555,0.785573123,722800,6500,-2750,0.001806514
48:46.4,18275.02755,18290.59371,18260.95175,18282.24959,2220,18285.52109,92433,408400,310500,18750,17250,4444,718900,-3900,-0.000887918,-0.000888313,0.005758651,35.82508946,18267.2667,18230.36057,0.001251341,0.760284035,718900,-3900,1500,0.001747474
53:46.4,18231.2261,18238.13166,18219.78282,18234.32588,1990,18242.78796,109728,397400,316800,19700,19950,17295,714200,-4700,-0.002621324,-0.002624766,0.00585993,37.72806645,18256.28643,18230.85623,-0.003134635,0.797181681,714200,-4700,-250,0.001756046
58:46.4,18236.97341,18245.31468,18230.72109,18242.17654,3280,18246.9033,81438,403800,322100,18800,19700,-28290,725900,11700,0.000430543,0.00043045,0.005768071,36.07560391,18251.58313,18232.27127,-0.000793935,0.797672115,725900,11700,-900,0.001754495
03:46.4,18216.47698,18228.46976,18209.00551,18225.29544,1080,18230.17868,122126,407700,314800,16200,18700,40688,722500,-3400,-0.000925388,-0.000925817,0.005726271,35.8681341,18242.82057,18231.39929,-0.00312226,0.772136375,722500,-3400,-2500,0.001703618
08:46.4,18177.83751,18185.99781,18166.18457,18174.82627,4950,18186.24071,88854,399500,319200,18450,17550,-33272,718700,-3800,-0.002769182,-0.002773024,0.005925282,37.52832977,18220.1558,18224.32766,-0.00574312,0.798998748,718700,-3800,900,0.001730406
13:46.4,18160.39771,18164.82617,18148.52121,18154.83848,1620,18168.69054,54802,398500,323200,19500,18050,-34052,721700,3000,-0.001099751,-0.001100357,0.005757399,36.72666761,18198.38336,18215.64152,-0.004097994,0.811041405,721700,3000,1450,0.001728857
18:46.4,18131.1409,18140.88034,18116.62253,18121.30339,3730,18118.23561,111050,398100,307600,16200,16050,56248,705700,-16000,-0.001847171,-0.001848879,0.005837755,36.8330453,18172.69004,18203.84925,-0.005491921,0.772670183,705700,-16000,150,0.001740465
23:46.4,18177.26548,18181.77708,18160.46749,18169.76363,2920,18164.79106,45970,392300,316400,17450,18550,-65080,708700,3000,0.002674214,0.002670645,0.006050102,38.52166294,18171.71457,18199.58855,-0.002133928,0.806525618,708700,3000,-1100,0.001780158
28:46.4,18201.5021,18247.25357,18198.95347,18228.34107,3590,18230.07601,79761,407600,326200,16900,16500,33791,733800,25100,0.003223897,0.003218711,0.006323244,41.30511131,18190.59007,18203.18261,0.001695595,0.800294406,733800,25100,400,0.001813605
33:46.4,18201.46644,18223.54065,18177.12592,18212.79394,1060,18220.71538,148449,397500,321000,19800,19050,68688,718500,-15300,-0.00085291,-0.000853274,0.006199123,42.01297137,18197.99136,18204.38403,0.00310868,0.80754717,718500,-15300,750,0.001788883
38:46.4,18242.09947,18252.53663,18213.81631,18229.77626,4560,18235.47846,121199,399700,322100,17100,17450,-27250,721800,3300,0.000932439,0.000932005,0.005828558,41.85080838,18208.58632,18207.55806,0.000236997,0.805854391,721800,3300,-350,0.00177909
43:46.4,18244.39908,18257.05949,18230.71731,18232.33535,4160,18241.74743,119547,397200,320200,17600,18500,-1652,717400,-4400,0.00014038,0.00014037,0.005774819,40.81026755,18216.50267,18210.65522,0.0017118,0.806143001,717400,-4400,-900,0.001730758
48:46.4,18221.02609,18232.37697,18220.275,18225.41614,1090,18226.91592,77623,387900,312700,19500,18550,-41924,700600,-16800,-0.000379503,-0.000379575,0.005780058,38.75967488,18219.47382,18212.50033,0.001355342,0.806135602,700600,-16800,950,0.001730835
53:46.4,18262.88563,18268.36803,18259.51322,18267.88295,3780,18260.81306,96267,399100,334100,19250,18300,18644,733200,32600,0.002330088,0.002327377,0.005919371,39.05911875,18235.6102,18219.42316,0.004008219,0.83713355,733200,32600,950,0.001753985
58:46.4,18277.83746,18287.89042,18263.40312,18282.85366,2650,18279.01363,124828,388400,323600,18550,18050,28561,712000,-21200,0.00081951,0.000819174,0.005911165,38.01827488,18251.35802,18227.35197,0.003822866,0.833161689,712000,-21200,500,0.001729816
03:46.4,18249.60414,18251.13725,18239.81557,18247.27772,2820,18254.01863,112792,394000,316000,18650,16000,-12036,710000,-2000,-0.001945864,-0.00194776,0.00602687,38.3768334,18249.99792,18229.84269,0.002054939,0.802030457,710000,-2000,2650,0.001743712
08:46.4,18244.57692,18253.19941,18239.86399,18243.43249,1040,18252.89219,122717,385700,320900,19550,18600,9925,706600,-3400,-0.000210729,-0.000210751,0.006021547,36.58816121,18247.80944,18231.54142,0.002292617,0.831993778,706600,-3400,950,0.001717592
13:46.4,18220.81193,18228.36257,18215.51166,18223.79905,4220,18217.01908,135630,395100,312900,16450,18100,12913,708000,1400,-0.001076192,-0.001076772,0.006014824,35.96906597,18239.80598,18230.57362,-4.16E-05,0.791951405,708000,1400,-1650,0.001714725
18:46.4,18183.23933,18192.00733,18183.09184,18184.02024,2570,18195.35247,113202,389200,321100,18750,17250,-22428,710300,2300,-0.002182795,-0.00218518,0.006142577,36.30750488,18221.21073,18224.75445,-0.002143273,0.825025694,710300,2300,1500,0.001715551
23:46.4,18208.70033,18215.45994,18177.97451,18188.49505,1120,18194.66803,75386,395700,321000,16800,16750,-37816,716700,6400,0.000246085,0.000246054,0.006088274,36.39164213,18210.3055,18220.22202,-0.000422416,0.811220622,716700,6400,50,0.001712273
28:46.4,18261.10969,18266.93122,18255.38346,18259.01149,2330,18262.27755,111967,409400,316000,18900,16200,36581,725400,8700,0.003876981,0.003869485,0.006475971,39.39482307,18226.54083,18225.07071,0.003685454,0.77186126,725400,8700,2700,0.001784229
33:46.4,18223.02298,18224.99729,18208.45783,18215.26538,3600,18215.48311,95289,392900,313800,19750,19200,-16678,706700,-18700,-0.002395864,-0.002398739,0.006314461,40.191883,18222.78235,18223.84504,0.004698425,0.798676508,706700,-18700,550,0.001807887
38:46.4,18238.60037,18242.96476,18236.04239,18240.19818,3300,18252.55314,74182,402000,327000,17900,18400,-21107,729000,22300,0.001368786,0.00136785,0.006347434,39.29956094,18228.58763,18225.88918,0.006297104,0.813432836,729000,22300,-500,0.001776664
43:46.4,18220.99105,18250.18519,18208.21024,18248.18824,750,18256.7485,117891,403400,322300,17150,17300,43709,725700,-3300,0.000438047,0.000437951,0.006246695,39.49066022,18235.12116,18228.67656,0.004586349,0.79895885,725700,-3300,-150,0.001777714
48:46.4,18207.86413,18218.18676,18206.87964,18211.20966,2260,18217.53344,124041,399100,319300,17500,17450,6150,718400,-7300,-0.002026425,-0.002028481,0.006366196,39.62051299,18227.15066,18226.4932,0.002816564,0.800050113,718400,-7300,50,0.001784575
53:46.4,18191.87389,18201.33543,18178.90803,18189.02204,1120,18188.6688,98122,405600,322600,19850,19950,-25919,728200,9800,-0.001218349,-0.001219092,0.006322465,39.09773519,18214.44112,18221.80931,-0.000249439,0.795364892,728200,9800,-100,0.001785822
58:46.4,18168.49443,18194.54708,18162.26908,18176.8683,4780,18189.3059,106409,405400,318300,17750,18000,8287,723700,-4500,-0.000668191,-0.000668414,0.006314114,38.61061086,18201.91685,18216.19168,-4.48E-05,0.785150469,723700,-4500,-250,0.001787076
03:46.4,18169.99852,18190.9323,18157.26127,18174.38374,1220,18178.1841,58546,392300,317600,16750,17450,-47863,709900,-13800,-0.000136688,-0.000136697,0.005356986,38.25778375,18192.73915,18210.96569,-0.005827695,0.809584502,709900,-13800,-700,0.001786848
08:46.4,18147.54656,18156.78264,18144.79825,18151.3584,3840,18156.61695,122475,395100,315300,18250,19100,63929,710400,500,-0.001266912,-0.001267715,0.005330744,37.63833432,18178.94557,18203.51478,-0.008221823,0.798025816,710400,500,-850,0.001791151
13:46.4,18155.0918,18163.96215,18142.87251,18160.60051,2160,18164.63067,115865,396200,318600,16000,19350,-6610,714800,4400,0.000509169,0.000509039,0.00534935,36.45628415,18172.83055,18198.15049,-0.007535955,0.804139324,714800,4400,-3350,0.001767897
18:46.4,18153.90527,18177.88166,18152.15066,18172.57242,2740,18172.03333,105004,397000,312200,17300,16850,-10861,709200,-5600,0.000659224,0.000659007,0.005360213,35.69019297,18172.7445,18194.95323,-0.005999107,0.786397985,709200,-5600,450,0.001769767
23:46.4,18147.58115,18148.49285,18123.9744,18137.31971,1140,18142.68683,74951,405100,318300,18200,19250,-30053,723400,14200,-0.001939886,-0.00194177,0.00526965,36.61218042,18160.93624,18187.74904,-0.005319976,0.785731918,723400,14200,-1050,0.001768982
28:46.4,18123.07406,18127.88607,18122.87601,18127.3659,1180,18134.78147,67112,401900,322400,19050,16600,-7839,724300,900,-0.000548803,-0.000548953,0.005261207,35.02871757,18149.74612,18180.20115,-0.006293692,0.802189599,724300,900,2450,0.001754499
33:46.4,18107.58261,18111.29965,18092.79519,18099.19535,4890,18100.41737,140531,391800,333400,17950,18000,73419,725200,900,-0.001554034,-0.001555243,0.005302098,34.99600233,18132.89587,18170.07543,-0.00691896,0.850944359,725200,900,-50,0.001752522
38:46.4,18128.29299,18135.42326,18114.92235,18133.32823,580,18138.22828,80008,396800,321900,17150,16600,-60523,718700,-6500,0.001885879,0.001884102,0.005215475,35.08399593,18133.03999,18165.48203,-0.00228327,0.811239919,718700,-6500,550,0.001772435
43:46.4,18142.10069,18154.7383,18132.01345,18133.76723,2850,18137.71223,102683,405500,327000,19400,17000,22675,732500,13800,2.42E-05,2.42E-05,0.005180482,34.20120013,18133.2824,18161.51768,-0.001160641,0.806411837,732500,13800,2400,0.001738812
48:46.4,18115.69898,18123.30168,18109.94081,18111.91853,2470,18120.51335,80626,397700,325200,16650,17550,-22057,722900,-9600,-0.001204863,-0.001205589,0.005117444,33.46014469,18126.16111,18155.31778,-0.000517891,0.817701785,722900,-9600,-900,0.001744213
53:46.4,18118.57957,18126.48674,18104.23181,18115.90627,4610,18117.90477,54221,399600,312500,18800,18400,-26405,712100,-10800,0.000220172,0.000220148,0.004869125,32.6597728,18122.74283,18150.39135,-0.00296412,0.782032032,712100,-10800,400,0.001742896
58:46.4,18139.19358,18156.81077,18137.98729,18148.04384,2220,18152.907,108960,386500,315800,17900,16700,54739,702300,-9800,0.001773998,0.001772426,0.004599916,33.24868196,18131.1765,18150.09791,-0.004405076,0.817076326,702300,-9800,1200,0.0017578
03:46.4,18094.00884,18103.03666,18082.05873,18102.31811,3310,18108.3127,112077,396800,323500,16200,18700,3117,720300,18000,-0.002519596,-0.002522775,0.004781156,35.5869988,18121.55704,18144.12543,-0.006065837,0.815272177,720300,18000,-2500,0.001763665
08:46.4,18108.94329,18111.66385,18078.27227,18097.66398,770,18099.53763,66624,406200,327200,19050,16950,-45453,733400,13100,-0.000257101,-0.000257134,0.004734045,35.43018345,18113.59268,18138.31775,-0.00724706,0.805514525,733400,13100,2100,0.001689839
13:46.4,18091.13402,18100.72741,18086.88473,18091.63093,3450,18090.76965,122165,407700,323000,18600,18050,55541,730700,-2700,-0.000333361,-0.000333416,0.004728861,33.88821896,18106.2721,18132.4819,-0.007717301,0.792249203,730700,-2700,550,0.001682562
18:46.4,18106.80588,18110.06659,18098.94499,18100.38177,4480,18100.40382,89467,412200,321400,16400,17550,-32698,733600,2900,0.000483695,0.000483578,0.004747,32.78446491,18104.30866,18128.46938,-0.00686044,0.779718583,733600,2900,-1150,0.001684229
23:46.4,18086.26833,18091.13033,18064.44015,18074.8875,1830,18080.72129,78348,396200,325300,19450,18250,-11119,721500,-12100,-0.001408494,-0.001409486,0.004543771,33.00997567,18094.5016,18121.77165,-0.010564741,0.821049975,721500,-12100,1200,0.001692582
28:46.4,18037.54955,18043.46049,18030.10505,18035.59232,760,18037.92622,77036,395200,324200,18350,16150,-1312,719400,-2100,-0.00217402,-0.002176387,0.004604304,33.8508666,18074.86518,18110.99923,-0.01352422,0.82034413,719400,-2100,2200,0.001706835
33:46.4,17993.74788,18003.37626,17981.90624,17990.9725,870,17993.22898,117424,404900,314800,19450,16350,40388,719700,300,-0.002473987,-0.002477053,0.004671505,35.26766799,18046.90095,18095.99589,-0.014046217,0.77747592,719700,300,3100,0.00173278
38:46.4,17995.22572,18032.5464,17992.94269,18017.06038,2450,18023.92928,61525,404700,317100,17600,19950,-55899,721800,2100,0.001450054,0.001449003,0.004796924,35.71811358,18036.95409,18086.12895,-0.012408417,0.783543365,721800,2100,-2350,0.001745468
43:46.4,18002.41776,18014.38474,17986.2779,18006.31492,2520,18015.42337,75156,398500,320000,17050,16750,13631,718500,-3300,-0.000596405,-0.000596582,0.004782467,35.36556789,18026.74103,18076.1522,-0.011934072,0.803011292,718500,-3300,300,0.001736193
48:46.4,17978.19426,17980.16559,17963.22449,17965.81073,1340,17975.82693,108631,407800,315400,18350,18750,33475,723200,4700,-0.002249444,-0.002251978,0.004791002,35.91734339,18006.43093,18062.35951,-0.01200007,0.773418342,723200,4700,-400,0.001756162
53:46.4,17995.60358,18002.72857,17988.31767,17990.52185,3690,17990.81419,105973,407900,322600,19750,16150,-2658,730500,7300,0.001375453,0.001374508,0.004884722,35.98880782,18001.12791,18053.3798,-0.010884528,0.790880118,730500,7300,3600,0.001760614
58:46.4,17950.98885,17965.28066,17948.56589,17960.15627,790,17968.72009,79560,392700,315800,19900,17300,-26413,708500,-22000,-0.001687866,-0.001689292,0.004250922,36.41503295,17987.47069,18041.72686,-0.016367547,0.804176216,708500,-22000,2600,0.00177123
03:46.4,17949.38913,17975.7909,17935.53713,17968.13227,1480,17982.96487,125726,402000,315000,19500,18900,46166,717000,8500,0.000444094,0.000443996,0.004142722,36.68922856,17981.02455,18032.52754,-0.013567363,0.78358209,717000,8500,600,0.001722649
08:46.4,17916.99239,17928.00403,17888.51426,17902.78437,4360,17907.04203,77738,393500,314800,16750,18100,-47988,708300,-8700,-0.003636878,-0.003643507,0.004379781,39.75557006,17954.94449,18016.30964,-0.018498363,0.8,708300,-8700,-1350,0.00178074
13:46.4,17899.66154,17912.65775,17881.91076,17882.83653,2390,17886.0198,95829,409000,312600,19000,17400,18091,721600,13300,-0.001114231,-0.001114852,0.004342658,39.11210011,17930.9085,17999.6255,-0.020021259,0.764303178,721600,13300,1600,0.001757481
18:46.4,17901.11322,17917.98617,17888.30362,17917.8594,610,17919.92841,93181,390800,316600,16650,18400,-2648,707400,-14200,0.001958463,0.001956548,0.004515782,38.82906673,17926.5588,17989.40474,-0.016108224,0.81013306,707400,-14200,-1750,0.00178064
23:46.4,17878.20337,17887.01859,17875.87888,17881.68617,1400,17879.55598,93258,392800,308800,17350,19650,77,701600,-5800,-0.002018837,-0.002020877,0.004578995,39.05417069,17911.60126,17975.93992,-0.016896778,0.786150713,701600,-5800,-2300,0.001774486
28:46.4,17868.07228,17870.74518,17852.45628,17860.31492,790,17868.39986,96093,397500,314000,17950,17350,2835,711500,9900,-0.001195147,-0.001195862,0.004592748,38.35243669,17894.50581,17961.4868,-0.017415177,0.789937107,711500,9900,600,0.001776777
33:46.4,17895.24237,17907.26586,17892.83384,17900.02603,2620,17903.23625,95496,402100,314300,16500,19950,-597,716400,4900,0.002223427,0.002220959,0.004859429,38.96661559,17896.34589,17953.8042,-0.015095847,0.781646357,716400,4900,-3450,0.001630745
38:46.4,17879.94244,17885.16745,17854.45234,17856.37893,870,17859.14822,95249,410400,320400,18400,16150,-247,730800,14400,-0.002438382,-0.00244136,0.004966193,39.4385494,17883.02357,17941.62604,-0.016251097,0.780701754,730800,14400,2250,0.001640707
43:46.4,17902.5487,17909.28664,17892.00624,17902.57892,3900,17909.851,96361,414500,323400,17950,17950,1112,737900,7100,0.00258731,0.002583969,0.005247606,40.40063231,17889.54202,17936.74515,-0.014207768,0.780217129,737900,7100,0,0.001685489
48:46.4,17872.41617,17877.32567,17859.28187,17875.34565,1090,17883.10077,121707,413400,323600,18750,17800,25346,737000,-900,-0.001521193,-0.001522351,0.005236168,40.60751918,17884.80989,17929.07021,-0.01635579,0.782776971,737000,-900,950,0.001690808
53:46.4,17886.804,17905.60103,17881.23879,17895.07012,3430,17895.4235,95351,403700,319900,18800,17750,-26356,723600,-13400,0.001103446,0.001102837,0.0052517,39.86808098,17888.22997,17924.8202,-0.013356416,0.792420114,723600,-13400,1050,0.001675157
58:46.4,17925.70269,17942.01995,17900.12962,17916.61529,4090,17917.09744,113838,396200,320500,17000,16550,18487,716700,-6900,0.001203972,0.001203248,0.005334825,40.37392032,17897.69174,17923.79459,-0.011626102,0.808934881,716700,-6900,450,0.001683919
03:46.4,17859.54538,17865.36854,17847.68516,17860.31055,1920,17860.55333,102974,396200,319900,17800,16000,-10864,716100,-600,-0.003142599,-0.003147548,0.00552578,42.41364953,17885.23134,17915.85908,-0.013198642,0.807420495,716100,-600,1800,0.001721909
08:46.4,17838.38824,17845.80559,17825.63835,17830.1342,4510,17845.0055,107324,405100,317100,19500,19200,4350,722200,6100,-0.001689576,-0.001691005,0.005393775,41.86068904,17866.86563,17905.14347,-0.016720264,0.782769686,722200,6100,300,0.001701511
