time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change
52:21.7,18062.41196,18071.0034,18042.0665,18044.68708,4050,18049.9406,103636,403300,333600,19650,16000,5794,736900,8900
57:21.7,18058.68172,18066.5972,18048.99737,18061.83883,3070,18052.17244,106179,403600,322700,18150,18250,2543,726300,-10600
02:21.7,18043.32947,18045.05145,18016.33263,18029.21234,1070,18034.07705,122613,408800,319800,17050,16550,16434,728600,2300
07:21.7,18028.71509,18031.36125,18015.78571,18029.57455,850,18040.44556,95199,394800,321400,19000,19000,-27414,716200,-12400
12:21.7,18028.00964,18032.6082,18023.06848,18025.63492,3770,18029.58916,47931,402100,322400,16350,17000,-47268,724500,8300
17:21.7,18013.50046,18031.08294,17995.81761,18019.61733,4780,18029.74252,92264,393000,322900,17400,17500,44333,715900,-8600
22:21.7,17994.42943,17995.5659,17987.56634,17991.71186,4420,17988.6757,114513,403600,316000,17800,17950,22249,719600,3700
27:21.7,17997.48236,18001.70394,17985.08502,17994.51774,4310,18009.12142,97116,413700,315600,19900,19350,-17397,729300,9700
32:21.7,17990.78016,18006.29811,17990.05093,17997.36362,2420,18006.88757,97265,397700,303700,17650,18300,149,701400,-27900
37:21.7,18031.5933,18047.64597,18015.86449,18034.61412,3820,18040.7962,110524,409900,324000,16050,16500,13259,733900,32500
42:21.7,17960.21346,17969.03669,17952.49206,17963.05257,990,17963.42049,113160,398100,313700,16200,19850,2636,711800,-22100
47:21.7,17989.82298,17999.24409,17984.71142,17994.04401,810,17993.51576,64272,399900,315900,18650,19800,-48888,715800,4000
52:21.7,18023.65994,18028.86305,18000.03887,18009.82163,1470,18013.04048,99626,389300,326700,18750,19500,35354,716000,200
57:21.7,17967.87158,17975.82682,17964.8766,17974.67052,920,17984.75132,96095,400900,325900,17300,18350,-3531,726800,10800
02:21.7,17958.81749,17976.95441,17936.43352,17964.3171,4300,17960.82023,101502,400800,316500,16450,19200,5407,717300,-9500
07:21.7,17948.99381,17953.33853,17935.39234,17939.86959,4000,17943.51359,60604,400300,331800,19650,17000,-40898,732100,14800
12:21.7,17911.31777,17919.87283,17898.41174,17909.13186,3830,17916.65847,126461,398800,309800,16600,16650,65857,708600,-23500
17:21.7,17890.61127,17890.95784,17883.03565,17890.25966,3590,17898.8256,100134,408100,321300,19350,18950,-26327,729400,20800
22:21.7,17861.01137,17866.44425,17857.81466,17859.81025,960,17867.30013,108499,398000,320900,19450,19650,8365,718900,-10500
27:21.7,17908.19819,17916.49406,17898.84262,17911.1876,3190,17907.15261,135319,402800,319800,18800,17850,26820,722600,3700
32:21.7,17933.52964,17950.04011,17917.53363,17946.36437,4810,17956.04703,108693,404300,320200,19500,16250,-26626,724500,1900
37:21.7,17967.94717,17980.8745,17952.84068,17977.66573,3600,17981.62366,69201,403500,320200,19750,19650,-39492,723700,-800
42:21.7,17987.58802,17988.31902,17967.84207,17975.78619,4620,17973.52702,98271,403400,320800,19900,16750,29070,724200,500
47:21.7,17957.33,17963.25569,17956.00746,17962.91536,4800,17966.3777,113497,400100,316300,18100,17100,15226,716400,-7800
52:21.7,17943.38651,17976.75127,17937.28133,17955.30929,1120,17948.34982,101132,406500,326100,17800,17750,-12365,732600,16200
57:21.7,17956.74247,17970.85013,17951.22127,17960.21538,680,17966.92333,134136,397800,308400,18450,19850,33004,706200,-26400
02:21.7,17924.03371,17940.29262,17919.46592,17933.8111,3960,17936.71076,82880,405800,323800,19400,18600,-51256,729600,23400
07:21.7,17943.39311,17962.45063,17936.11074,17961.44659,4420,17958.19495,124902,400900,322600,19750,17400,42022,723500,-6100
12:21.7,17937.10527,17955.32383,17934.12844,17946.28646,1500,17948.31398,116781,394600,321300,17900,17350,-8121,715900,-7600
17:21.7,17927.20257,17934.08095,17900.89076,17929.43728,860,17929.21783,101775,401100,332200,17100,16900,-15006,733300,17400
22:21.7,17946.51052,17956.12363,17937.2867,17955.88837,1560,17956.01271,106626,405700,324200,16800,16500,4851,729900,-3400
27:21.7,17958.65356,17962.68055,17943.29349,17959.95455,1410,17951.36413,80446,395200,315300,18050,17450,-26180,710500,-19400
32:21.7,17949.11198,17950.0527,17945.58417,17949.3265,3570,17943.9121,93854,407000,321900,18600,18950,13408,728900,18400
37:21.7,17980.53235,18009.03532,17963.27889,17977.37304,2340,17979.7297,111542,402200,315100,19550,18550,17688,717300,-11600
42:21.7,17951.57835,17967.50301,17938.18232,17965.61122,2650,17967.03903,97017,392100,318700,18400,17700,-14525,710800,-6500
47:21.7,17968.35122,17972.73978,17952.00601,17960.99832,770,17969.8386,101204,403200,318400,17850,17950,4187,721600,10800
52:21.7,17984.52376,18012.63589,17976.23119,17998.30321,850,17998.49156,119848,403400,324200,18350,16800,18644,727600,6000
57:21.7,17976.35489,17981.02167,17967.77461,17980.84776,4210,17981.60126,61855,405700,313600,18900,16200,-57993,719300,-8300
02:21.7,17985.33092,17996.02287,17968.09052,17972.74743,3690,17973.75261,107387,398700,321400,19300,19150,45532,720100,800
07:21.7,17951.78955,17955.53733,17947.24605,17955.08953,670,17957.61924,135530,391500,313900,17800,16900,28143,705400,-14700
12:21.7,17976.86848,17986.27147,17956.38067,17957.99253,3940,17962.07688,92462,398700,321900,17550,17200,-43068,720600,15200
17:21.7,17972.06295,17981.93916,17964.02734,17977.68378,4680,17979.08787,75114,391800,317900,19450,16100,-17348,709700,-10900
22:21.7,17958.15643,17968.71859,17951.27556,17966.105,2450,17972.777,92218,408100,317100,18300,18900,17104,725200,15500
27:21.7,17986.61595,17995.2301,17978.91027,17981.28871,1270,17997.29325,69658,397000,313200,19800,16950,-22560,710200,-15000
32:21.7,17967.80252,17976.0181,17964.51657,17968.91246,2160,17968.05655,104513,384800,317000,19950,18950,34855,701800,-8400
37:21.7,17930.06146,17947.88572,17912.65525,17947.58054,1390,17953.27978,98526,403500,318200,19200,18450,-5987,721700,19900
42:21.7,17888.4235,17900.63254,17862.57429,17883.89999,3130,17887.63519,106374,392500,315500,16350,16350,7848,708000,-13700
47:21.7,17904.87078,17911.15087,17892.29403,17895.39098,2570,17904.59119,97375,400100,322700,16200,19850,-8999,722800,14800
52:21.7,17870.69361,17888.57251,17866.29729,17883.93279,2610,17888.5987,103917,397700,324000,17450,18150,6542,721700,-1100
57:21.7,17917.97383,17940.0029,17899.48051,17935.55663,3200,17935.23495,109009,390500,316900,17100,18950,5092,707400,-14300
02:21.7,17862.2838,17862.33127,17860.87183,17862.31681,3120,17859.6461,76047,388600,312000,17300,17600,-32962,700600,-6800
07:21.7,17907.97464,17920.74702,17900.6347,17917.03127,3220,17923.89612,106921,406500,307900,16050,19550,30874,714400,13800
12:21.7,17913.82302,17940.21806,17912.07219,17925.8385,3910,17923.59525,128964,383500,308800,19450,18050,22043,692300,-22100
17:21.7,17911.40357,17913.95679,17902.09321,17904.7541,2630,17914.69343,80765,405200,325800,16450,19250,-48199,731000,38700
22:21.7,17896.94812,17898.18878,17877.68959,17892.60537,4230,17899.15331,106166,396000,321100,16600,19600,25401,717100,-13900
27:21.7,17907.84538,17928.59761,17888.82732,17918.86654,1130,17922.91643,125893,407400,325800,16500,18950,19727,733200,16100
32:21.7,17907.01355,17929.88086,17903.31023,17922.10033,610,17918.62924,76899,406800,324900,18050,16700,-48994,731700,-1500
37:21.7,17936.85271,17942.77835,17917.69986,17941.90087,2590,17949.12422,115957,392600,311100,16000,18000,39058,703700,-28000
42:21.7,17940.1057,17950.00804,17929.68497,17932.21372,3610,17944.49782,95559,404600,324100,16250,16850,-20398,728700,25000
47:21.7,17944.33024,17964.46016,17929.52103,17962.15849,2230,17963.46023,120226,395200,323100,18150,19850,24667,718300,-10400
52:21.7,17934.72509,17936.84064,17924.32281,17929.96368,4800,17929.55897,83510,399300,313600,16800,18600,-36716,712900,-5400
57:21.7,17933.37254,17937.02095,17930.08015,17930.36746,3050,17933.45852,99818,398100,318900,17650,18000,16308,717000,4100
02:21.7,17941.83375,17949.70291,17941.533,17944.90483,1500,17951.00759,69630,400000,321700,17600,16700,-30188,721700,4700
07:21.7,17896.04636,17912.59448,17876.2033,17909.95302,650,17910.68078,108745,399500,319700,17700,16750,39115,719200,-2500
12:21.7,17860.07074,17881.07305,17849.63887,17867.69678,2460,17876.0903,108974,406400,319800,18100,19950,229,726200,7000
17:21.7,17880.17277,17895.33579,17870.36661,17883.88171,3070,17897.7098,110816,408000,333800,16650,19400,1842,741800,15600
22:21.7,17884.93486,17895.0297,17877.58356,17889.07781,4330,17894.42796,109831,397300,318700,19600,16200,-985,716000,-25800
27:21.7,17880.17855,17887.0216,17872.38142,17880.56757,2930,17882.40041,98178,389100,309300,17150,17950,-11653,698400,-17600
32:21.7,17880.85177,17897.19927,17877.95474,17885.84177,3970,17891.77989,70447,400900,306600,18950,16350,-27731,707500,9100
37:21.7,17890.35569,17896.33858,17860.3659,17867.72832,2980,17877.61257,119841,398700,312500,18750,19150,49394,711200,3700
42:21.7,17876.05557,17882.06143,17871.93753,17873.40448,1540,17877.83514,99231,413300,318200,16500,17900,-20610,731500,20300
47:21.7,17855.37677,17860.96167,17844.6463,17857.53122,2310,17863.7015,107869,397500,318300,16000,19650,8638,715800,-15700
52:21.7,17860.80149,17869.68213,17850.44403,17850.52247,2040,17857.86671,96295,390600,331000,18550,18300,-11574,721600,5800
57:21.7,17834.78727,17840.45802,17834.27128,17838.23227,3360,17837.115,139175,403300,326200,18200,16800,42880,729500,7900
02:21.7,17845.89073,17856.44707,17841.69662,17844.06624,2180,17850.09283,88647,392500,314000,18000,19950,-50528,706500,-23000
07:21.7,17800.5507,17818.42655,17794.4589,17816.17492,4690,17812.56563,87877,395400,321800,16800,17100,-770,717200,10700
12:21.7,17828.22951,17851.43511,17824.47489,17842.25159,960,17842.29567,68767,385600,311200,17150,17100,-19110,696800,-20400
17:21.7,17841.05076,17848.15776,17828.18728,17836.89553,920,17846.59343,102258,401000,321800,18900,17300,33491,722800,26000
22:21.7,17848.08232,17848.21781,17836.63365,17846.73624,3700,17854.96912,137168,399000,315000,16550,18000,34910,714000,-8800
27:21.7,17874.58919,17883.30132,17864.10732,17873.9283,3550,17876.05433,102500,396500,319400,17550,17300,-34668,715900,1900
32:21.7,17919.47871,17925.26301,17909.27419,17915.43196,2700,17928.18306,104542,402400,311800,18200,16200,2042,714200,-1700
37:21.7,17946.94441,17948.86839,17946.14986,17948.69446,500,17945.22934,119464,395900,317000,17250,16650,14922,712900,-1300
42:21.7,17897.63464,17918.39872,17886.78866,17890.84891,2490,17893.32633,103241,401600,310400,18500,19100,-16223,712000,-900
47:21.7,17863.49412,17870.48437,17845.45047,17853.39575,4900,17858.43989,123985,395700,320400,17500,19100,20744,716100,4100
52:21.7,17846.93827,17852.71132,17841.51939,17852.49501,1930,17841.02524,126954,398200,313700,19950,16550,2969,711900,-4200
57:21.7,17847.81523,17864.16703,17846.02865,17853.43309,4270,17856.15933,88140,397600,307700,19600,19650,-38814,705300,-6600
02:21.7,17861.85785,17871.63963,17842.18318,17854.67456,770,17852.22223,71391,401100,327000,18100,16400,-16749,728100,22800
07:21.7,17842.60216,17878.94291,17828.871,17850.58989,3910,17848.26001,113791,404300,311900,18500,16450,42400,716200,-11900
12:21.7,17847.77994,17850.27045,17828.11633,17842.14381,3870,17844.25509,106452,403300,330800,19150,16150,-7339,734100,17900
17:21.7,17827.74681,17832.60278,17825.23197,17830.00349,3270,17823.80404,79082,400000,318200,19250,19900,-27370,718200,-15900
22:21.7,17811.57944,17833.9482,17800.61906,17818.88525,900,17818.12995,86439,399300,322500,17800,18650,7357,721800,3600
27:21.7,17774.21452,17782.91055,17765.4825,17773.9158,3810,17767.8605,86377,397900,312400,18100,16750,-62,710300,-11500
32:21.7,17749.79444,17778.28805,17741.74577,17753.83021,1960,17758.04029,102949,392400,314900,19800,19800,16572,707300,-3000
37:21.7,17714.01985,17716.72664,17688.63319,17709.44583,3940,17713.54209,119947,396000,323700,19300,17550,16998,719700,12400
42:21.7,17688.28574,17694.75045,17671.75453,17686.54816,2270,17688.23609,121067,393400,322200,17150,16000,1120,715600,-4100
47:21.7,17716.44068,17722.20437,17706.9646,17714.61714,3640,17723.45555,115816,404700,312800,18450,18700,-5251,717500,1900
52:21.7,17691.4056,17709.8958,17683.68274,17684.80159,3740,17686.76728,94158,384300,328200,18350,17300,-21658,712500,-5000
57:21.7,17761.57712,17763.08915,17751.92354,17760.00723,4670,17763.43625,144402,407100,324900,18100,17600,50244,732000,19500
02:21.7,17774.90289,17777.26344,17754.96616,17761.13962,2160,17759.86436,100664,399200,310900,17400,19800,-43738,710100,-21900
07:21.7,17780.00954,17783.56446,17772.30461,17775.64318,1720,17766.91565,92223,396700,319900,19700,19750,-8441,716600,6500
12:21.7,17757.30943,17758.32728,17743.19675,17754.78012,1230,17757.55693,72678,394800,318000,16850,16800,-19545,712800,-3800
17:21.7,17776.15042,17778.49925,17769.94844,17773.87347,2880,17775.95685,93049,401200,332900,16950,18850,20371,734100,21300
22:21.7,17760.98571,17762.31883,17746.11041,17758.8411,2980,17771.50266,108775,394100,321800,19950,19900,15726,715900,-18200
27:21.7,17764.41418,17775.64134,17756.42779,17763.86557,3120,17770.97527,68275,401800,333300,16050,17300,-40500,735100,19200
32:21.7,17832.94126,17841.55228,17814.15524,17837.21618,3010,17838.57295,80917,392300,317800,19150,17650,12642,710100,-25000
37:21.7,17830.5502,17855.73355,17817.85522,17838.34676,4060,17842.67254,90653,405400,324600,17700,17500,9736,730000,19900
42:21.7,17861.49359,17879.80481,17854.09682,17855.6907,1600,17864.12047,84492,411300,317900,16200,16200,-6161,729200,-800
47:21.7,17842.84228,17849.43682,17814.59211,17832.10802,2290,17838.43889,82842,408300,317300,17700,16850,-1650,725600,-3600
52:21.7,17842.08428,17846.60743,17819.58168,17832.78816,2370,17845.28309,122492,405800,316800,16200,16400,39650,722600,-3000
57:21.7,17889.71834,17890.23173,17885.33919,17885.36037,3570,17884.70185,66986,398000,324900,19700,16300,-55506,722900,300
02:21.7,17873.08058,17885.55106,17865.07851,17869.93562,2560,17878.73675,103507,400000,323000,17050,18150,36521,723000,100
07:21.7,17921.91697,17928.26053,17897.17338,17915.01706,2830,17916.32734,110381,390000,320700,17600,17100,6874,710700,-12300
12:21.7,17941.13289,17943.48987,17913.06556,17929.50599,730,17934.13332,90318,394000,323700,19450,16650,-20063,717700,7000
17:21.7,17926.18159,17940.48574,17914.31585,17922.09334,750,17922.67934,95461,400600,315500,16800,17800,5143,716100,-1600
22:21.7,17943.37408,17951.63272,17938.37562,17945.00178,4300,17947.82628,99189,403400,308000,19300,19200,3728,711400,-4700
27:21.7,17969.74924,17980.95836,17963.01703,17975.09551,2670,17979.83138,112686,401700,321700,16450,18050,13497,723400,12000
32:21.7,17986.69758,17999.53384,17976.31264,17981.68448,3950,17988.48113,130613,399000,321800,19400,19950,17927,720800,-2600
37:21.7,17944.56214,17948.32543,17927.44096,17940.85661,4270,17944.77502,74310,401400,326300,16100,16450,-56303,727700,6900
42:21.7,17925.17983,17931.95992,17916.76403,17916.87421,590,17907.09437,81674,397300,326900,18450,17400,7364,724200,-3500
47:21.7,17918.70502,17935.85376,17916.87479,17918.42335,660,17921.59339,82681,396000,321300,18450,16000,1007,717300,-6900
52:21.7,17916.88368,17922.79133,17905.38096,17909.28308,2940,17920.76508,99748,398400,314800,17350,17150,17067,713200,-4100
57:21.7,17933.75154,17946.10168,17929.78534,17938.89071,2550,17942.02174,92004,396700,312300,16300,19250,-7744,709000,-4200
02:21.7,17938.71184,17941.46853,17915.96622,17922.69376,3070,17934.33535,113328,398400,305800,17100,17400,21324,704200,-4800
07:21.7,17902.99529,17905.21305,17889.46582,17899.77607,1610,17902.71057,86870,395300,318400,19650,17050,-26458,713700,9500
12:21.7,17913.38736,17927.91261,17912.41033,17916.08428,2540,17911.21837,82234,397000,314500,17200,19600,-4636,711500,-2200
17:21.7,17929.98066,17939.46876,17926.52044,17931.62873,760,17932.88598,84737,403300,314600,18600,16550,2503,717900,6400
22:21.7,17945.22198,17975.02437,17934.6644,17969.38552,1200,17969.96899,102313,401000,318500,18100,16700,17576,719500,1600
27:21.7,17974.51759,17980.17378,17966.1766,17977.66134,2250,17980.01893,119278,400900,316800,19900,18050,16965,717700,-1800
32:21.7,17997.19566,17998.62018,17972.23672,17988.16057,2510,17985.3617,99111,403600,320700,16950,18950,-20167,724300,6600
37:21.7,18009.77595,18011.43154,18003.71071,18008.91631,2970,18012.47043,88836,399000,316500,19250,17100,-10275,715500,-8800
42:21.7,18008.06063,18015.6751,17989.7462,17992.06725,1670,17993.89385,79379,399900,313700,19650,19150,-9457,713600,-1900
47:21.7,17963.43008,17963.55671,17956.99201,17962.70616,580,17973.23874,129232,395400,324300,19500,16700,49853,719700,6100
52:21.7,17975.18969,17975.75274,17962.6261,17967.70252,1350,17964.7725,64780,401600,305300,19250,16050,-64452,706900,-12800
57:21.7,17980.97021,17991.36987,17964.14834,17989.20001,720,17994.12366,96278,405100,308000,19000,17700,31498,713100,6200
02:21.7,17988.47646,17989.23652,17975.88281,17983.53376,2890,17989.34799,114794,400700,325100,16650,17300,18516,725800,12700
07:21.7,17954.23883,17961.40252,17931.27674,17953.1906,1220,17960.95526,96002,386300,310700,16250,17450,-18792,697000,-28800
12:21.7,17925.32735,17933.60445,17915.71448,17919.63106,760,17921.26038,88673,401300,318900,17650,17100,-7329,720200,23200
17:21.7,17953.84643,17978.89553,17953.02006,17969.45597,3980,17974.24016,110713,397600,318500,16700,18300,22040,716100,-4100
22:21.7,17952.96074,17960.75926,17945.80283,17950.07711,1300,17955.56954,78124,405900,315900,19500,19650,-32589,721800,5700
27:21.7,17971.50227,17998.63906,17948.76897,17987.96917,1330,17982.67155,65184,398400,319800,16250,18100,-12940,718200,-3600
32:21.7,17972.4454,17985.0463,17963.51675,17979.76154,2480,17981.5899,107063,414600,311700,17550,17650,41879,726300,8100
37:21.7,17973.42733,17983.33029,17963.35846,17977.75953,920,17981.17891,80096,401600,317000,19500,18350,-26967,718600,-7700
42:21.7,17998.92139,18019.44379,17992.12801,18002.23979,3120,18006.29702,102634,399600,316900,16050,16250,22538,716500,-2100
